INDEX,TARGET_FLAG,TARGET_AMT,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,SEX,EDUCATION,JOB,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,URBANICITY
9594,0,0,0,46,0,14,28302.00,No,165281.00,Yes,z_F,z_High School,Professional,13,Private,6100.00,10,Sports Car,no,0.00,0,No,0,,Highly Urban/ Urban
9595,1,5846,0,56,2,11,38290.00,Yes,0.00,z_No,z_F,<High School,z_Blue Collar,5,Private,13250.00,6,z_SUV,no,7716.00,3,No,0,8,Highly Urban/ Urban
9596,0,0,0,65,2,13,98581.00,Yes,326554.00,z_No,z_F,Masters,Manager,13,Private,13960.00,18,Sports Car,no,9126.00,1,No,0,12,Highly Urban/ Urban
9598,0,0,0,39,0,11,6929.00,No,79415.00,Yes,z_F,<High School,Student,42,Private,6090.00,6,z_SUV,no,0.00,0,No,0,5,z_Highly Rural/ Rural
9599,1,4274,0,58,0,14,113195.00,No,302154.00,z_No,M,Masters,,21,Commercial,18620.00,11,Van,no,4020.00,2,No,0,12,Highly Urban/ Urban
9601,0,0,0,47,0,10,70440.00,No,0.00,z_No,z_F,Bachelors,z_Blue Collar,22,Commercial,13240.00,1,z_SUV,no,0.00,0,No,2,11,z_Highly Rural/ Rural
9602,0,0,1,41,2,13,111014.00,Yes,298205.00,z_No,z_F,Masters,Lawyer,35,Private,16700.00,4,z_SUV,no,0.00,0,No,0,17,Highly Urban/ Urban
9604,0,0,0,49,0,9,60413.00,No,188899.00,z_No,M,Bachelors,Professional,17,Private,7540.00,1,Minivan,yes,0.00,0,No,0,,Highly Urban/ Urban
9606,1,7400,0,50,0,14,60854.00,No,,z_No,M,PhD,,28,Commercial,28330.00,10,Panel Truck,no,607.00,3,No,4,7,Highly Urban/ Urban
9607,0,0,0,48,0,11,57601.00,No,187285.00,Yes,z_F,z_High School,z_Blue Collar,53,Commercial,15790.00,6,Minivan,no,27682.00,2,Yes,5,7,Highly Urban/ Urban
9608,0,0,0,42,0,12,124867.00,No,312242.00,Yes,M,Masters,,52,Commercial,18190.00,1,Van,yes,0.00,0,No,2,15,Highly Urban/ Urban
9609,0,0,0,55,0,16,97890.00,No,325876.00,Yes,M,Masters,,10,Commercial,24930.00,10,Panel Truck,yes,569.00,1,No,4,18,Highly Urban/ Urban
9610,0,0,0,41,0,,78834.00,No,200776.00,Yes,M,Masters,Manager,15,Commercial,29830.00,1,Panel Truck,yes,9980.00,1,No,4,17,Highly Urban/ Urban
9611,0,0,0,48,0,11,53350.00,No,220481.00,Yes,M,z_High School,Manager,5,Private,1500.00,4,Minivan,no,0.00,0,No,1,7,Highly Urban/ Urban
9612,0,0,0,37,4,16,117454.00,No,338110.00,Yes,z_F,Masters,Professional,44,Private,21690.00,1,Minivan,no,5373.00,1,No,7,14,Highly Urban/ Urban
9613,0,0,1,36,2,11,45778.00,No,167893.00,Yes,M,PhD,Manager,26,Private,21180.00,1,Van,yes,40554.00,2,No,4,,Highly Urban/ Urban
9615,0,0,0,54,0,9,50925.00,No,0.00,z_No,z_F,Masters,Manager,25,Private,8780.00,6,Sports Car,no,4777.00,3,No,6,14,Highly Urban/ Urban
9617,0,0,0,34,1,11,45384.00,Yes,187731.00,z_No,z_F,z_High School,Clerical,39,Private,9810.00,4,z_SUV,no,0.00,0,No,0,8,z_Highly Rural/ Rural
9618,0,0,2,36,4,11,27579.00,Yes,82613.00,z_No,z_F,z_High School,z_Blue Collar,34,Commercial,7860.00,4,Minivan,no,0.00,0,No,0,1,z_Highly Rural/ Rural
9619,0,0,0,60,0,11,4103.00,No,103570.00,Yes,z_F,<High School,Home Maker,51,Private,7910.00,4,z_SUV,no,0.00,0,No,4,,z_Highly Rural/ Rural
9620,0,0,0,48,0,11,55760.00,No,187341.00,Yes,z_F,Bachelors,Professional,32,Commercial,34000.00,1,Pickup,no,0.00,0,No,1,12,Highly Urban/ Urban
9621,1,1946,1,42,2,10,26770.00,Yes,0.00,z_No,M,z_High School,Clerical,15,Private,18900.00,1,Van,no,0.00,0,Yes,0,,Highly Urban/ Urban
9623,1,5064,3,62,4,16,53698.00,No,,Yes,z_F,Bachelors,Professional,75,Private,13070.00,1,Sports Car,no,3664.00,1,No,0,1,z_Highly Rural/ Rural
9625,0,0,1,39,1,5,103142.00,No,294037.00,Yes,z_F,Bachelors,Manager,50,Private,20680.00,1,Minivan,no,33399.00,2,No,3,6,Highly Urban/ Urban
9626,0,0,3,41,4,,29895.00,No,173177.00,Yes,M,z_High School,Clerical,39,Commercial,22480.00,10,Van,no,3856.00,4,No,2,1,Highly Urban/ Urban
9627,0,0,0,38,0,13,72350.00,No,199487.00,Yes,M,Bachelors,Professional,15,Private,33070.00,1,Minivan,no,0.00,0,No,1,10,Highly Urban/ Urban
9628,0,0,0,49,0,10,58225.00,No,,Yes,z_F,z_High School,Professional,70,Private,12580.00,6,z_SUV,no,2856.00,1,No,3,8,Highly Urban/ Urban
9630,1,6040,0,32,4,15,51554.00,Yes,0.00,z_No,z_F,Bachelors,z_Blue Collar,60,Commercial,13990.00,1,z_SUV,no,2551.00,2,No,3,8,Highly Urban/ Urban
9631,0,0,0,40,3,14,62000.00,No,174525.00,Yes,M,z_High School,Clerical,22,Private,13720.00,6,Minivan,yes,26951.00,3,No,6,8,Highly Urban/ Urban
9632,1,5047,0,40,0,3,101059.00,No,302340.00,Yes,M,Bachelors,Professional,35,Commercial,23780.00,1,Panel Truck,yes,3808.00,2,No,0,9,Highly Urban/ Urban
9634,0,0,1,38,1,,70111.00,No,197824.00,Yes,z_F,z_High School,z_Blue Collar,62,Commercial,20360.00,3,z_SUV,no,0.00,0,No,0,1,Highly Urban/ Urban
9635,1,2497,0,49,0,11,36552.00,No,171716.00,z_No,z_F,z_High School,Professional,13,Private,17030.00,4,Sports Car,no,2938.00,1,No,0,9,z_Highly Rural/ Rural
9636,0,0,0,58,0,13,44949.00,No,185547.00,Yes,M,Bachelors,z_Blue Collar,41,Commercial,15520.00,1,Minivan,no,0.00,0,No,2,11,z_Highly Rural/ Rural
9637,0,0,1,43,5,17,149134.00,No,329238.00,Yes,M,Bachelors,Professional,22,Private,16410.00,1,Minivan,yes,4403.00,1,No,0,6,Highly Urban/ Urban
9638,0,0,0,50,0,15,116524.00,No,341701.00,Yes,M,Bachelors,z_Blue Collar,42,Commercial,6500.00,10,Pickup,yes,23429.00,3,Yes,4,9,Highly Urban/ Urban
9639,0,0,0,56,0,12,125135.00,No,361933.00,Yes,z_F,PhD,Doctor,66,Private,19610.00,10,z_SUV,no,4788.00,2,No,1,14,Highly Urban/ Urban
9641,0,0,0,52,0,14,31616.00,No,0.00,z_No,M,Bachelors,Professional,42,Commercial,27290.00,1,Panel Truck,yes,0.00,0,Yes,0,1,Highly Urban/ Urban
9642,1,864,0,25,2,11,44516.00,Yes,0.00,z_No,z_F,Bachelors,Clerical,17,Private,8450.00,1,Sports Car,no,0.00,0,No,0,1,Highly Urban/ Urban
9643,0,0,0,48,0,15,66960.00,No,0.00,z_No,M,Bachelors,Professional,43,Private,13000.00,1,Minivan,yes,4748.00,2,No,5,10,Highly Urban/ Urban
9647,0,0,0,50,0,10,80472.00,No,239345.00,Yes,z_F,Bachelors,Professional,39,Commercial,34150.00,13,Van,no,8936.00,4,No,2,9,Highly Urban/ Urban
9650,0,0,0,48,0,6,120330.00,No,,Yes,M,z_High School,z_Blue Collar,36,Commercial,31310.00,1,Panel Truck,no,0.00,0,No,0,11,z_Highly Rural/ Rural
9651,0,0,0,38,0,10,22746.00,No,192479.00,Yes,z_F,Bachelors,Home Maker,5,Private,26300.00,6,Minivan,no,0.00,0,No,0,6,Highly Urban/ Urban
9652,1,3200,0,35,0,7,20717.00,No,0.00,z_No,M,z_High School,z_Blue Collar,24,Commercial,7070.00,10,Pickup,yes,5179.00,2,No,0,7,Highly Urban/ Urban
9653,0,0,1,60,2,12,,Yes,0.00,z_No,z_F,Masters,Lawyer,35,Private,24640.00,3,z_SUV,no,0.00,0,No,0,19,Highly Urban/ Urban
9654,0,0,0,51,0,12,57343.00,No,197113.00,Yes,z_F,Bachelors,Clerical,30,Private,20160.00,6,Minivan,no,4577.00,2,No,1,14,Highly Urban/ Urban
9655,1,8653,0,41,2,14,,Yes,205283.00,z_No,M,z_High School,z_Blue Collar,28,Commercial,33800.00,4,Panel Truck,yes,0.00,0,No,3,12,Highly Urban/ Urban
9656,0,0,0,55,0,14,,No,201137.00,Yes,z_F,z_High School,Professional,55,Private,24110.00,7,Minivan,no,4664.00,3,No,5,1,Highly Urban/ Urban
9657,0,0,0,57,0,11,50295.00,No,,z_No,z_F,Bachelors,z_Blue Collar,47,Commercial,10650.00,10,z_SUV,no,0.00,0,No,0,15,Highly Urban/ Urban
9658,1,6833,0,60,0,12,65624.00,No,235124.00,Yes,z_F,Masters,Lawyer,31,Private,16690.00,1,Minivan,no,0.00,0,No,0,,Highly Urban/ Urban
9659,0,0,0,56,2,16,23465.00,No,173980.00,Yes,M,Masters,,29,Commercial,37010.00,1,Panel Truck,yes,11160.00,2,No,3,,Highly Urban/ Urban
9661,1,4415,0,48,0,12,,No,117400.00,Yes,z_F,z_High School,Clerical,35,Private,9070.00,6,z_SUV,no,0.00,0,No,0,7,Highly Urban/ Urban
9662,1,38750.15739,0,46,0,9,119816.00,No,0.00,z_No,M,Masters,Professional,48,Commercial,28260.00,10,Panel Truck,no,3320.00,2,No,5,13,Highly Urban/ Urban
9663,0,0,0,41,3,12,18124.00,No,95099.00,Yes,z_F,<High School,z_Blue Collar,30,Private,7410.00,11,z_SUV,no,0.00,0,No,3,1,z_Highly Rural/ Rural
9665,0,0,0,43,2,11,90334.00,Yes,268229.00,z_No,z_F,Masters,Professional,49,Private,15350.00,13,z_SUV,no,3308.00,1,No,2,13,Highly Urban/ Urban
9666,1,6022,0,41,0,0,0.00,No,60944.00,z_No,z_F,<High School,Home Maker,59,Private,22070.00,1,Minivan,no,0.00,0,No,0,1,Highly Urban/ Urban
9667,1,3589,0,76,0,15,46927.00,No,0.00,z_No,M,Bachelors,Professional,78,Private,20750.00,4,Minivan,yes,0.00,0,No,5,15,z_Highly Rural/ Rural
9668,1,5728,0,35,2,13,54309.00,Yes,0.00,z_No,z_F,z_High School,z_Blue Collar,37,Commercial,19150.00,6,Pickup,no,32871.00,1,Yes,4,8,Highly Urban/ Urban
9669,0,0,0,38,4,17,57833.00,No,160429.00,Yes,M,Bachelors,Clerical,38,Private,11080.00,10,Pickup,yes,0.00,0,No,0,,z_Highly Rural/ Rural
9670,0,0,0,46,0,7,76666.00,No,248160.00,Yes,z_F,Bachelors,z_Blue Collar,60,Commercial,13770.00,4,z_SUV,no,0.00,0,No,2,1,z_Highly Rural/ Rural
9671,1,4994,0,34,1,6,29707.00,No,133725.00,Yes,M,Masters,Manager,24,Commercial,8020.00,1,Pickup,yes,6109.00,3,No,4,18,Highly Urban/ Urban
9672,1,2658,0,58,0,13,38259.00,No,195213.00,Yes,M,z_High School,Clerical,58,Commercial,11130.00,1,Pickup,no,5712.00,4,No,3,1,Highly Urban/ Urban
9673,0,0,0,57,1,,,No,188505.00,Yes,z_F,z_High School,z_Blue Collar,44,Commercial,26030.00,6,Minivan,no,30159.00,3,No,0,11,Highly Urban/ Urban
9674,0,0,0,58,0,0,0.00,No,93576.00,Yes,z_F,Bachelors,Home Maker,48,Private,17160.00,13,Minivan,no,3393.00,1,No,3,12,Highly Urban/ Urban
9676,0,0,0,44,0,12,126608.00,No,354910.00,Yes,z_F,z_High School,z_Blue Collar,84,Commercial,16610.00,4,z_SUV,no,9869.00,1,No,3,8,Highly Urban/ Urban
9677,0,0,0,55,0,5,159826.00,No,444838.00,Yes,z_F,PhD,Manager,16,Private,22980.00,11,Sports Car,no,0.00,0,No,0,9,Highly Urban/ Urban
9678,0,0,1,44,2,10,39077.00,No,154749.00,Yes,z_F,z_High School,Clerical,41,Commercial,20990.00,6,Pickup,no,0.00,0,No,1,,z_Highly Rural/ Rural
9681,0,0,0,66,0,13,92929.00,No,290836.00,Yes,z_F,PhD,Manager,36,Private,1500.00,7,Sports Car,no,0.00,0,No,1,16,Highly Urban/ Urban
9683,0,0,0,49,0,13,79625.00,No,239235.00,Yes,z_F,Bachelors,z_Blue Collar,25,Commercial,14360.00,9,z_SUV,no,0.00,0,No,0,,Highly Urban/ Urban
9684,0,0,0,34,2,11,147734.00,No,373987.00,Yes,z_F,Masters,Professional,46,Private,19670.00,6,Sports Car,no,0.00,0,No,0,18,z_Highly Rural/ Rural
9685,0,0,0,52,0,12,56919.00,No,249577.00,z_No,z_F,Bachelors,Professional,5,Private,12840.00,9,z_SUV,no,0.00,0,No,0,14,Highly Urban/ Urban
9686,0,0,0,44,0,13,67457.00,No,273634.00,Yes,M,Masters,Lawyer,23,Private,14480.00,15,Minivan,yes,0.00,0,No,2,12,Highly Urban/ Urban
9687,1,2888,2,38,3,7,27027.00,No,133854.00,Yes,z_F,<High School,Clerical,31,Private,12330.00,4,Minivan,no,0.00,0,No,2,9,Highly Urban/ Urban
9688,0,0,0,50,0,12,108290.00,No,0.00,z_No,z_F,Masters,Lawyer,23,Private,6500.00,7,z_SUV,no,4995.00,1,No,7,14,Highly Urban/ Urban
9689,0,0,0,47,0,9,185370.00,No,424118.00,Yes,M,Masters,Manager,54,Commercial,9210.00,6,Pickup,no,0.00,0,No,0,17,Highly Urban/ Urban
9690,0,0,0,44,2,14,120355.00,No,355500.00,Yes,z_F,Masters,Lawyer,41,Private,17640.00,4,Minivan,no,0.00,0,No,0,15,Highly Urban/ Urban
9691,1,5266.802103,2,45,2,,27266.00,Yes,0.00,z_No,z_F,<High School,Clerical,23,Private,10240.00,1,z_SUV,no,0.00,0,Yes,5,6,Highly Urban/ Urban
9692,0,0,0,48,0,13,149244.00,No,,Yes,M,PhD,Lawyer,51,Private,6200.00,4,Minivan,yes,0.00,0,No,0,16,Highly Urban/ Urban
9693,0,0,0,57,0,14,76123.00,No,265089.00,Yes,M,Masters,Professional,31,Private,18970.00,4,Van,yes,39529.00,3,No,2,5,Highly Urban/ Urban
9694,0,0,0,47,0,13,,No,237869.00,Yes,M,Masters,Lawyer,48,Private,17760.00,10,Van,yes,20767.00,3,No,0,19,Highly Urban/ Urban
9695,0,0,0,36,0,10,65149.00,No,0.00,z_No,z_F,z_High School,Professional,44,Private,18500.00,1,z_SUV,no,0.00,0,No,0,9,z_Highly Rural/ Rural
9696,0,0,0,49,0,9,54108.00,No,225756.00,Yes,M,z_High School,Clerical,35,Private,23780.00,7,Minivan,no,3911.00,2,No,0,1,Highly Urban/ Urban
9698,0,0,0,55,0,12,155290.00,No,,Yes,z_F,PhD,Lawyer,18,Private,27120.00,4,Minivan,no,0.00,0,No,3,16,Highly Urban/ Urban
9699,0,0,0,39,1,13,91164.00,No,258261.00,Yes,M,Bachelors,Manager,17,Private,19520.00,4,Minivan,no,0.00,0,No,1,10,Highly Urban/ Urban
9700,0,0,0,52,0,16,24575.00,No,118811.00,Yes,M,<High School,z_Blue Collar,43,Private,12990.00,3,Minivan,yes,0.00,0,No,0,1,Highly Urban/ Urban
9702,0,0,0,41,3,15,79213.00,No,219393.00,Yes,M,Masters,Lawyer,32,Private,13520.00,5,Minivan,no,1192.00,2,No,2,21,Highly Urban/ Urban
9703,0,0,0,53,0,14,69297.00,No,211553.00,Yes,M,z_High School,Professional,41,Private,10340.00,1,Pickup,yes,0.00,0,No,0,1,z_Highly Rural/ Rural
9706,0,0,0,47,0,13,42196.00,No,143209.00,Yes,z_F,z_High School,z_Blue Collar,50,Commercial,19460.00,1,Sports Car,no,0.00,0,No,0,7,z_Highly Rural/ Rural
9708,0,0,0,56,0,14,57750.00,No,0.00,z_No,z_F,Masters,Home Maker,49,Private,10280.00,10,z_SUV,no,8044.00,2,No,0,18,Highly Urban/ Urban
9709,1,2609.778566,0,34,3,16,61220.00,No,237329.00,Yes,z_F,z_High School,z_Blue Collar,46,Commercial,4900.00,7,z_SUV,no,0.00,0,No,3,1,Highly Urban/ Urban
9710,0,0,0,46,0,6,85408.00,No,224054.00,Yes,M,Masters,Lawyer,24,Private,14640.00,6,Minivan,no,3916.00,3,No,2,12,Highly Urban/ Urban
9711,0,0,0,51,0,7,100505.00,No,0.00,z_No,M,PhD,Doctor,21,Private,4540.00,4,Minivan,no,9281.00,3,No,4,,Highly Urban/ Urban
9712,0,0,0,47,0,9,18896.00,No,106991.00,z_No,M,Bachelors,z_Blue Collar,14,Commercial,12250.00,4,Minivan,yes,40844.00,1,Yes,2,8,Highly Urban/ Urban
9713,0,0,0,40,0,9,64032.00,No,0.00,z_No,M,Masters,Lawyer,43,Private,20360.00,10,Minivan,yes,0.00,0,No,0,,Highly Urban/ Urban
9715,0,0,0,50,0,13,,No,167905.00,Yes,M,Bachelors,Manager,36,Commercial,11530.00,1,Pickup,yes,0.00,0,No,1,10,Highly Urban/ Urban
9716,0,0,0,33,1,10,30885.00,Yes,142220.00,z_No,z_F,z_High School,z_Blue Collar,33,Commercial,4800.00,1,z_SUV,no,6772.00,3,No,0,1,z_Highly Rural/ Rural
9717,1,107586.1362,0,51,0,,72354.00,No,213346.00,Yes,M,Bachelors,Professional,44,Commercial,18110.00,1,Van,yes,2060.00,3,No,7,3,Highly Urban/ Urban
9719,0,0,0,45,0,12,92049.00,No,267902.00,Yes,z_F,Bachelors,z_Blue Collar,66,Commercial,6000.00,1,Sports Car,no,41771.00,2,Yes,2,13,Highly Urban/ Urban
9720,1,4193,0,28,4,16,68394.00,No,226146.00,Yes,M,Bachelors,z_Blue Collar,30,Commercial,2340.00,6,Minivan,no,6013.00,2,No,8,8,Highly Urban/ Urban
9721,0,0,0,54,0,11,29393.00,No,,Yes,z_F,<High School,z_Blue Collar,29,Private,18710.00,7,Sports Car,no,0.00,0,Yes,0,1,Highly Urban/ Urban
9723,1,7483.226689,0,58,0,11,70745.00,No,237422.00,z_No,M,Bachelors,z_Blue Collar,15,Commercial,21170.00,7,Van,yes,0.00,0,No,3,15,Highly Urban/ Urban
9724,1,9741.93988,2,43,2,6,15726.00,Yes,,z_No,z_F,z_High School,Home Maker,30,Private,7370.00,10,Sports Car,no,3588.00,3,No,4,4,Highly Urban/ Urban
9725,0,0,0,42,0,11,22486.00,No,,z_No,M,Masters,Home Maker,13,Private,12810.00,1,Minivan,yes,0.00,0,No,0,22,Highly Urban/ Urban
9726,0,0,0,53,1,8,46573.00,No,164089.00,Yes,M,Bachelors,Professional,41,Commercial,22830.00,6,Panel Truck,yes,11541.00,4,No,0,9,Highly Urban/ Urban
9727,1,8748,0,53,0,14,22395.00,No,177678.00,Yes,z_F,<High School,Clerical,47,Private,9040.00,6,Sports Car,no,0.00,0,No,0,1,Highly Urban/ Urban
9728,1,1995,0,40,2,0,,Yes,0.00,z_No,z_F,Bachelors,Student,70,Commercial,5500.00,1,z_SUV,no,0.00,0,No,2,11,z_Highly Rural/ Rural
9729,0,0,1,41,1,12,117352.00,Yes,0.00,z_No,M,Bachelors,z_Blue Collar,74,Commercial,24050.00,1,Panel Truck,yes,0.00,0,No,0,,z_Highly Rural/ Rural
9730,0,0,2,45,2,8,14856.00,No,98109.00,Yes,z_F,<High School,Home Maker,29,Private,9400.00,13,z_SUV,no,0.00,0,No,2,6,z_Highly Rural/ Rural
9731,0,0,0,46,0,11,71667.00,No,,z_No,z_F,Bachelors,Professional,53,Commercial,31500.00,10,Van,no,0.00,0,No,0,12,Highly Urban/ Urban
9732,0,0,0,38,3,13,79678.00,No,255154.00,Yes,M,Bachelors,z_Blue Collar,68,Commercial,13150.00,8,Minivan,yes,0.00,0,No,1,6,z_Highly Rural/ Rural
9733,0,0,0,60,0,15,148887.00,No,,Yes,M,PhD,Doctor,6,Private,20570.00,7,Minivan,no,1012.00,2,No,2,13,Highly Urban/ Urban
9734,0,0,1,43,3,15,48077.00,No,188744.00,Yes,z_F,<High School,z_Blue Collar,58,Private,21210.00,6,Minivan,no,3931.00,1,No,5,1,Highly Urban/ Urban
9735,0,0,0,53,0,6,55580.00,No,214013.00,Yes,z_F,PhD,Doctor,10,Private,6800.00,4,z_SUV,no,0.00,0,No,0,14,Highly Urban/ Urban
9736,1,4493,0,46,0,12,216464.00,No,544783.00,Yes,M,PhD,Manager,44,Commercial,39130.00,4,Panel Truck,no,0.00,0,No,0,13,Highly Urban/ Urban
9737,0,0,0,37,0,9,183039.00,No,0.00,z_No,M,Masters,,45,Commercial,23500.00,4,Panel Truck,yes,0.00,0,No,1,18,z_Highly Rural/ Rural
9738,0,0,0,51,0,12,85076.00,No,249276.00,Yes,z_F,Bachelors,Manager,25,Private,25860.00,4,Sports Car,no,0.00,0,Yes,1,8,Highly Urban/ Urban
9740,0,0,0,52,0,13,32636.00,No,132838.00,Yes,M,<High School,z_Blue Collar,32,Private,9960.00,6,Pickup,yes,5243.00,3,No,0,1,Highly Urban/ Urban
9741,1,4164,0,48,0,14,,No,308646.00,z_No,M,Bachelors,z_Blue Collar,47,Commercial,17690.00,4,Van,yes,0.00,0,No,2,8,Highly Urban/ Urban
9742,1,1356,0,55,0,14,70112.00,No,284285.00,Yes,z_F,z_High School,z_Blue Collar,21,Commercial,22740.00,6,Sports Car,no,0.00,0,No,4,1,Highly Urban/ Urban
9743,0,0,0,33,3,17,6503.00,No,76221.00,Yes,M,<High School,Clerical,25,Private,12480.00,6,Minivan,yes,0.00,0,No,2,1,z_Highly Rural/ Rural
9744,0,0,0,31,2,13,40008.00,No,199854.00,Yes,M,z_High School,Clerical,47,Private,4600.00,13,Pickup,no,7780.00,3,No,0,,Highly Urban/ Urban
9745,1,1089,0,24,3,15,13003.00,No,104742.00,Yes,z_F,z_High School,Clerical,38,Private,3900.00,1,z_SUV,no,0.00,0,No,7,1,Highly Urban/ Urban
9746,0,0,0,33,4,,0.00,No,0.00,Yes,M,z_High School,Student,58,Private,6100.00,5,Minivan,yes,6316.00,1,No,6,1,Highly Urban/ Urban
9748,1,3790,0,27,0,12,42254.00,No,138816.00,z_No,z_F,<High School,z_Blue Collar,47,Private,5730.00,1,z_SUV,no,32025.00,3,Yes,3,6,Highly Urban/ Urban
9749,0,0,0,53,0,13,186706.00,No,476703.00,Yes,z_F,Masters,,43,Commercial,38700.00,3,Panel Truck,no,0.00,0,No,0,13,Highly Urban/ Urban
9750,1,4144,0,39,2,13,12876.00,Yes,0.00,z_No,z_F,<High School,Clerical,23,Private,5400.00,4,Sports Car,no,7415.00,3,No,7,4,Highly Urban/ Urban
9752,0,0,0,43,2,15,16398.00,No,108219.00,Yes,M,<High School,Clerical,19,Private,22240.00,7,Van,no,0.00,0,No,0,7,z_Highly Rural/ Rural
9753,0,0,0,52,0,11,86563.00,No,0.00,z_No,M,z_High School,z_Blue Collar,53,Commercial,15360.00,6,Minivan,no,0.00,0,No,2,9,z_Highly Rural/ Rural
9754,0,0,0,50,0,11,46191.00,No,0.00,z_No,z_F,Masters,Manager,15,Private,11120.00,7,z_SUV,no,4292.00,2,No,2,14,Highly Urban/ Urban
9755,0,0,0,51,0,10,205354.00,No,0.00,z_No,M,PhD,Doctor,32,Private,22040.00,3,Van,no,1305.00,4,No,0,18,Highly Urban/ Urban
9756,1,4303,1,45,2,15,64916.00,No,232064.00,Yes,z_F,Bachelors,z_Blue Collar,57,Commercial,30870.00,1,Pickup,no,41476.00,1,Yes,4,12,Highly Urban/ Urban
9758,1,2027,0,42,0,15,73551.00,No,0.00,z_No,z_F,Masters,Lawyer,33,Private,13060.00,1,Minivan,no,23213.00,2,Yes,4,8,Highly Urban/ Urban
9761,0,0,0,49,0,13,41483.00,No,171754.00,Yes,M,PhD,Lawyer,49,Private,15400.00,3,Minivan,no,3516.00,1,No,5,20,Highly Urban/ Urban
9762,0,0,0,45,0,13,47763.00,No,157820.00,z_No,z_F,Masters,Lawyer,24,Private,10780.00,1,z_SUV,no,7176.00,4,No,0,14,Highly Urban/ Urban
9763,0,0,0,52,0,11,25844.00,No,154309.00,Yes,z_F,z_High School,Clerical,43,Private,9280.00,3,z_SUV,no,0.00,0,No,0,7,z_Highly Rural/ Rural
9765,0,0,0,51,0,8,51650.00,No,180795.00,Yes,M,Bachelors,Manager,39,Commercial,27930.00,7,Panel Truck,no,1872.00,2,No,1,11,Highly Urban/ Urban
9766,0,0,0,57,1,14,18775.00,No,,Yes,z_F,Masters,Home Maker,68,Private,3380.00,13,Sports Car,no,0.00,0,No,0,14,z_Highly Rural/ Rural
9767,0,0,0,45,2,14,1405.00,No,90146.00,Yes,z_F,Masters,Lawyer,30,Private,12470.00,1,z_SUV,no,0.00,0,No,0,12,Highly Urban/ Urban
9768,0,0,0,50,0,0,0.00,No,63705.00,z_No,z_F,Bachelors,Home Maker,33,Private,11050.00,6,z_SUV,no,0.00,0,No,0,9,Highly Urban/ Urban
9769,0,0,0,41,0,6,130.00,No,85855.00,Yes,z_F,z_High School,Home Maker,42,Private,5340.00,7,Sports Car,no,0.00,0,No,0,1,Highly Urban/ Urban
9770,0,0,0,46,0,11,61585.00,No,225119.00,Yes,M,z_High School,Professional,27,Private,11470.00,10,Minivan,yes,0.00,0,No,0,8,z_Highly Rural/ Rural
9771,0,0,0,40,0,13,32131.00,No,133568.00,Yes,M,z_High School,Manager,24,Commercial,12190.00,4,Pickup,yes,0.00,0,No,0,1,Highly Urban/ Urban
9772,0,0,0,48,0,16,56932.00,No,225092.00,Yes,z_F,Bachelors,Professional,13,Private,7640.00,6,Sports Car,no,0.00,0,No,0,1,Highly Urban/ Urban
9773,0,0,0,46,0,6,77946.00,No,225853.00,Yes,M,z_High School,z_Blue Collar,34,Commercial,20820.00,1,Minivan,yes,14351.00,3,No,0,1,Highly Urban/ Urban
9774,0,0,0,57,0,13,50021.00,No,0.00,z_No,z_F,<High School,z_Blue Collar,64,Private,15110.00,6,Minivan,no,0.00,0,No,0,1,z_Highly Rural/ Rural
9775,0,0,0,46,0,10,81941.00,No,277792.00,z_No,z_F,Masters,Lawyer,5,Private,14290.00,1,Minivan,no,0.00,0,No,0,13,Highly Urban/ Urban
9777,1,2883,0,59,0,17,85596.00,No,276908.00,Yes,z_F,PhD,Doctor,53,Private,24580.00,4,Pickup,no,8209.00,1,No,2,14,Highly Urban/ Urban
9779,0,0,0,31,1,9,89640.00,No,223021.00,Yes,M,<High School,Manager,45,Commercial,21950.00,6,Van,yes,4797.00,1,No,3,1,Highly Urban/ Urban
9780,0,0,0,33,2,13,13843.00,No,118722.00,Yes,z_F,<High School,Clerical,26,Private,3480.00,9,Sports Car,no,0.00,0,No,0,,z_Highly Rural/ Rural
9781,0,0,0,35,1,15,116733.00,No,349837.00,Yes,M,Bachelors,Manager,49,Commercial,16670.00,6,Van,yes,10623.00,1,No,1,1,Highly Urban/ Urban
9782,1,1005.214379,0,38,0,0,0.00,No,0.00,Yes,z_F,Bachelors,Student,53,Private,3430.00,6,z_SUV,no,0.00,0,Yes,1,11,Highly Urban/ Urban
9783,0,0,0,44,0,12,29819.00,No,0.00,z_No,M,<High School,Clerical,26,Private,8880.00,10,Pickup,yes,7536.00,1,No,0,1,Highly Urban/ Urban
9784,0,0,0,30,3,13,18972.00,Yes,119932.00,z_No,M,<High School,z_Blue Collar,29,Commercial,31460.00,6,Panel Truck,yes,588.00,2,No,4,6,Highly Urban/ Urban
9785,0,0,1,43,1,12,41720.00,No,170273.00,Yes,z_F,z_High School,Clerical,37,Private,12190.00,6,Minivan,no,0.00,0,No,0,1,Highly Urban/ Urban
9787,1,6319,0,29,4,0,0.00,No,0.00,Yes,M,z_High School,Student,11,Commercial,13900.00,1,Minivan,yes,3682.00,3,No,9,8,Highly Urban/ Urban
